0,Give me the capital of Lower Canada?,select  ?o    {    <http://dbpedia.org/resource/Lower_Canada> <http://dbpedia.org/ontology/capital>  ?o    },Quebec City
1,Tell me the capital of Lower Canada?,select  ?o    {    <http://dbpedia.org/resource/Lower_Canada> <http://dbpedia.org/ontology/capital>  ?o    },Quebec City
2,What is the capital of Lower Canada?,select  ?o    {    <http://dbpedia.org/resource/Lower_Canada> <http://dbpedia.org/ontology/capital>  ?o    },Quebec City
3,What was the capital of Lower Canada?,select  ?o    {    <http://dbpedia.org/resource/Lower_Canada> <http://dbpedia.org/ontology/capital>  ?o    },Quebec City
4,Which city is the capital of Lower Canada?,select  ?o    {    <http://dbpedia.org/resource/Lower_Canada> <http://dbpedia.org/ontology/capital>  ?o    },Quebec City
5,Which city was the capital of Lower Canada?,select  ?o    {    <http://dbpedia.org/resource/Lower_Canada> <http://dbpedia.org/ontology/capital>  ?o    },Quebec City
6,Give me the capital of Lower Danube Circle?,select  ?o    {    <http://dbpedia.org/resource/Lower_Danube_Circle> <http://dbpedia.org/ontology/capital>  ?o    },Passau
7,Tell me the capital of Lower Danube Circle?,select  ?o    {    <http://dbpedia.org/resource/Lower_Danube_Circle> <http://dbpedia.org/ontology/capital>  ?o    },Passau
8,What is the capital of Lower Danube Circle?,select  ?o    {    <http://dbpedia.org/resource/Lower_Danube_Circle> <http://dbpedia.org/ontology/capital>  ?o    },Passau
9,What was the capital of Lower Danube Circle?,select  ?o    {    <http://dbpedia.org/resource/Lower_Danube_Circle> <http://dbpedia.org/ontology/capital>  ?o    },Passau
10,Which city is the capital of Lower Danube Circle?,select  ?o    {    <http://dbpedia.org/resource/Lower_Danube_Circle> <http://dbpedia.org/ontology/capital>  ?o    },Passau
11,Which city was the capital of Lower Danube Circle?,select  ?o    {    <http://dbpedia.org/resource/Lower_Danube_Circle> <http://dbpedia.org/ontology/capital>  ?o    },Passau
12,Give me the capital of Lower Egypt?,select  ?o    {    <http://dbpedia.org/resource/Lower_Egypt> <http://dbpedia.org/ontology/capital>  ?o    },"Memphis, Egypt"
13,Tell me the capital of Lower Egypt?,select  ?o    {    <http://dbpedia.org/resource/Lower_Egypt> <http://dbpedia.org/ontology/capital>  ?o    },"Memphis, Egypt"
14,What is the capital of Lower Egypt?,select  ?o    {    <http://dbpedia.org/resource/Lower_Egypt> <http://dbpedia.org/ontology/capital>  ?o    },"Memphis, Egypt"
