"1","What was completed in ?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  """"    }","The Ojai Apartments"
"2","What were completed in ?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  """"    }","The Ojai Apartments"
"3","What was completed in ()?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""()""    }","Afghanistan–Pakistan barrier"
"4","What were completed in ()?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""()""    }","Afghanistan–Pakistan barrier"
"5","What was completed in (est. 2018–2020)?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""(est. 2018–2020)""    }","1001–1011 Jefferson Street"
"6","What were completed in (est. 2018–2020)?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""(est. 2018–2020)""    }","1001–1011 Jefferson Street"
"7","What was completed in .?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  "".""    }","Gateway Arch"
"8","What were completed in .?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  "".""    }","Gateway Arch"
"9","What was completed in 1100?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1100""    }","Reichenstein Castle (Trechtingshausen)"
"10","What were completed in 1100?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1100""    }","Reichenstein Castle (Trechtingshausen)"
"11","What was completed in 1600?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1600""    }","Fort of São Filipe de Setúbal"
"12","What were completed in 1600?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1600""    }","Fort of São Filipe de Setúbal"
"13","What was completed in 1665?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1665""    }","Navigation School, Copenhagen"
"14","What were completed in 1665?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1665""    }","Navigation School, Copenhagen"
"15","What was completed in 16th century?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""16th century""    }","Château de Tournon"
"16","What were completed in 16th century?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""16th century""    }","Château de Tournon"
"17","What was completed in 1784?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1784""    }","Portman Square"
"18","What were completed in 1784?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1784""    }","Portman Square"
"19","What was completed in 1825?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1825""    }","Perkins Manor (Contoocook, New Hampshire)"
"20","What were completed in 1825?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1825""    }","Perkins Manor (Contoocook, New Hampshire)"
"21","What was completed in 1838?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1838""    }","Wolverton railway works"
"22","What were completed in 1838?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1838""    }","Wolverton railway works"
"23","What was completed in 1851?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1851""    }","Manora Point Lighthouse"
"24","What were completed in 1851?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1851""    }","Manora Point Lighthouse"
"25","What was completed in 1882?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1882""    }","Palazzo Corpi"
"26","What were completed in 1882?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1882""    }","Palazzo Corpi"
"27","What was completed in 1883?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1883""    }","Eluanbi Lighthouse"
"28","What were completed in 1883?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1883""    }","Eluanbi Lighthouse"
"29","What was completed in 1887?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1887""    }","Cluj-Napoca Neolog Synagogue"
"30","What were completed in 1887?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1887""    }","Cluj-Napoca Neolog Synagogue"
"31","What was completed in 1892?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1892""    }","Town Hall, Coimbatore"
"32","What were completed in 1892?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1892""    }","Town Hall, Coimbatore"
"33","What was completed in 1895?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1895""    }","Tongue Point Light"
"34","What were completed in 1895?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1895""    }","Tongue Point Light"
"35","What was completed in 1900?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1900""    }","Tjong A Fie Mansion"
"36","What were completed in 1900?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1900""    }","Tjong A Fie Mansion"
"37","What was completed in 1908 (viaduct)?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1908 (viaduct)""    }","14th Street (Hoboken)"
"38","What were completed in 1908 (viaduct)?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1908 (viaduct)""    }","14th Street (Hoboken)"
"39","What was completed in 1910?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1910""    }","Weyburn Security Bank Building"
"40","What were completed in 1910?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1910""    }","Weyburn Security Bank Building"
"41","What was completed in 1912 (west tower)?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1912 (west tower)""    }","1333 H Street"
"42","What were completed in 1912 (west tower)?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1912 (west tower)""    }","1333 H Street"
"43","What was completed in 1915?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1915""    }","Marcus Hook Range Rear Light"
"44","What were completed in 1915?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1915""    }","Marcus Hook Range Rear Light"
"45","What was completed in 1916?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1916""    }","Winton Manor"
"46","What were completed in 1916?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1916""    }","Winton Manor"
"47","What was completed in 1920s?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1920s""    }","McMillans Road"
"48","What were completed in 1920s?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1920s""    }","McMillans Road"
"49","What was completed in 1921?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1921""    }","Hillsboro wireless tower"
"50","What were completed in 1921?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1921""    }","Hillsboro wireless tower"
"51","What was completed in 1922?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1922""    }","Yau Ma Tei Police Station"
"52","What were completed in 1922?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1922""    }","Yau Ma Tei Police Station"
"53","What was completed in 1923?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1923""    }","Press Herald Building"
"54","What were completed in 1923?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1923""    }","Press Herald Building"
"55","What was completed in 1924?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1924""    }","Wrigley Building"
"56","What were completed in 1924?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1924""    }","Wrigley Building"
"57","What was completed in 1925?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1925""    }","Palace of Marivent"
"58","What were completed in 1925?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1925""    }","Palace of Marivent"
"59","What was completed in 1926?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1926""    }","Villa Domergue"
"60","What were completed in 1926?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1926""    }","Villa Domergue"
"61","What was completed in 1927?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1927""    }","Prombank Dormitory"
"62","What were completed in 1927?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1927""    }","Prombank Dormitory"
"63","What was completed in 1928?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1928""    }","The Ojai Apartments"
"64","What were completed in 1928?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1928""    }","The Ojai Apartments"
"65","What was completed in 1929?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1929""    }","Grant Building"
"66","What were completed in 1929?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1929""    }","Grant Building"
"67","What was completed in 1932?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1932""    }","Sporting d'Hiver"
"68","What were completed in 1932?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1932""    }","Sporting d'Hiver"
